76.62268, -371.2153, 497.6789
10.59709, -380.5354, 516.4242
-57.75426, -384.6053, 523.4324
-125.3886, -354.0606, 460.5457
-57.56133, 330.3675, 733.7323
-92.82113, 366.5174, 658.5892
-63.44453, 387.8069, 615.5369
-75.02059, 438.1967, 518.2705
-85.35883, 488.3626, 421.3379
-159.4186, 501.976, 392.9192
-148.9968, 487.4177, 445.8691
-105.9806, 473.9434, 476.7552
-24.18945, 478.0125, 465.4731
65.16573, 493.3261, 437.3065
32.97627, 504.9796, 417.056
154.0455, 496.4038, 433.0468
191.9884, 439.7337, 548.5188
251.0712, 456.7799, 519.9268
-247.9722, 510.5236, 399.485
-270.3875, 414.9288, 382.4686
-471.4855, 397.4719, 415.6751
-424.3673, 390.5729, 433.3446
-344.5603, 344.9616, 519.2679
-426.1732, 369.2865, 474.0825
-27.67169, 299.9981, 716.7693
-250.4398, 324.9747, 660.9487
-403.0476, 364.8127, 576.03
186.3321, 323.9629, 672.7693
51.36732, 311.8315, 692.8707
-50.73049, 302.7697, 714.4738
-130.8669, 285.1448, 746.1852
-262.2752, 302.0049, 709.1974
-406.9217, 340.7763, 625.9357
-189.6805, 192.9035, 439.9077
-7.735854, 176.3322, 477.2906
119.9512, 156.8887, 520.2578
264.538, 178.4035, 481.7368
-309.2892, 160.6058, 503.7724
-414.8098, 113.6979, 594.2055
-337.5242, 93.25155, 641.7296
-183.5642, 55.27379, 724.4805
-50.05627, 61.0388, 716.4591
132.5748, 92.8307, 654.722
67.16574, 144.823, 547.0174
-79.79126, 169.8405, 490.7001
-205.9972, 163.4658, 498.6032
-189.2242, 114.238, 600.5617
-45.41977, 88.90553, 656.1472
-160.448, -68.65031, 706.0807
-441.2132, 25.43597, 506.0878
-232.4285, 58.30191, 443.8024
15.88039, 76.50105, 416.5127
360.2933, 76.51358, 422.799
260.8513, 37.87983, 494.4614
122.6858, 15.46492, 542.5049
-17.50715, 9.461929, 551.1968
-140.2265, -14.07429, 592.434
-255.2894, -7.585221, 574.6152
-369.7147, 33.01661, 492.13
-425.9789, 59.80508, 438.8242
-517.4825, 96.90783, 361.5107
-347.4223, -55.03679, 672.5674
1.40654, -10.79722, 592.4022
300.2748, 7.958127, 619.4103
222.6682, 17.91536, 588.1479
208.6302, 54.85961, 515.0482
152.4664, 70.44074, 480.5315
423.0615, -1.868383, 632.7354
319.1593, -32.37669, 692.364
180.1038, -40.0958, 704.2581
145.429, -16.63842, 655.0917
304.9446, 217.0123, 717.6125
244.6942, 244.6818, 658.5356
382.399, 236.0629, 678.7145
336.7361, 248.5822, 652.9879
388.4834, 182.9009, 562.7458
271.4774, 183.0345, 558.7612
286.5973, -126.1366, 496.1454
248.4039, -96.03564, 436.0598
373.9006, -98.4693, 443.4087
435.3504, -139.5122, 524.458
336.0954, -161.2225, 568.3184
277.4138, -104.4032, 453.5314
471.095, 113.4235, 440.1026
375.3648, 132.5229, 397.4334
323.2485, 139.9309, 383.8396
150.3644, 199.1215, 449.615
27.21652, 264.4083, 470.9531
81.35992, 252.6299, 497.5122
23.67068, 242.8738, 513.5275
17.16173, 241.8506, 515.1962
31.43874, 243.6605, 511.0175
-98.00531, 242.0967, 510.6176
-203.5717, 243.3006, 503.7978
-28.53957, 316.8481, 588.5543
-101.6084, 326.9915, 572.9562
-24.70561, 357.0145, 507.0111
-200.0741, -79.13303, 449.026
-321.2274, -65.60819, 418.73
